id,tier,category,subcategory,source,publisher,url,covers,unit_type,geo_granularity,cadence,lag,format,access_method,all_bidders_or_awarded,history_depth,license,verification,notes
S34,2,state,dot_bid_data,WYDOT Weighted Average Bid Price,Wyoming DOT,https://www.dot.state.wy.us/home/business_with_wydot/contractors/contractor_bids/weighted_bid_price.html,Weighted averages; bid tabs; base index prices,$/unit,statewide,annual,—,PDF/HTML,download,weighted awarded,2006+,open,verified,
S35,2,state,dot_bid_data,NJDOT Bid Price Report + TXT bid tabs,New Jersey DOT,https://www.nj.gov/transportation/business/procurement/ConstrServ/,Annual weighted averages; per-contract TXT tabs,$/unit,statewide,annual + per letting,—,PDF + TXT,download,tabs all bidders,2013+,open,verified,TXT trivially parseable
S36,2,state,dot_bid_data,DelDOT Historic Bid Tab Search,Delaware DOT,https://deldot.gov/,Final bid tab display per contract,$/unit,statewide,per letting,—,HTML,web,all bidders,2015+,open,verified,
S37,2,state,dot_bid_data,MDOT SHA Price Index (semiannual),Maryland SHA,https://roads.maryland.gov/mdotsha/pages/Index.aspx?PageId=34,"Contract, date, qty, unit price per item",$/unit,statewide,semiannual,—,PDF,download,awarded,2020+,open,verified,
S38,2,state,dot_bid_data,NHDOT Current Weighted Average Unit Prices,New Hampshire DOT,https://www.dot.nh.gov/sites/g/files/ehbemt811/files/inline-documents/current-weighted-average-unit-prices.pdf,Weighted averages,$/unit,statewide,periodic,—,PDF,download,weighted awarded,current only,open,verified,
S39,2,state,dot_bid_data,VTrans 2/5-year Average Prices + Master Pay Item List,Vermont AOT,https://vtrans.vermont.gov/cost-estimating,Averages over 2/5 years,$/unit,statewide,annual,—,PDF/XLS,download,verify,5-yr window,open,verified,
S40,2,state,dot_bid_data,RIDOT PMP bid tabs + weighted average unit prices,Rhode Island DOT,https://www.pmp.dot.ri.gov/,Per-letting tabs; weighted averages,$/unit,statewide,per letting,—,web + PDF,web,all bidders,verify,open,verified,
S41,2,state,dot_bid_data,DDOT Price Index + Bid Tabulations + Estimation Catalog XML,District DOT,https://ddot.dc.gov/page/price-index,Price index; tabs; item catalog XML,$/unit,district,per letting,—,PDF/XML,download,all offerors,verify,open,verified,
S42,2,state,dot_bid_data,Nebraska DOT Bid Item History + AUP,Nebraska DOT,https://dot.nebraska.gov/business-center/business-opp/hwy-bridge-lp/item-history/,Item history search; annual AUP,$/unit,statewide,annual,—,web + PDF,query,verify,verify,open,verified,
S43,2,state,dot_bid_data,MDOT (Mississippi) Item Bid Prices,Mississippi DOT,https://mdot.ms.gov/portal/item_bid_prices,JS app (likely JSON API behind),$/unit,statewide,continuous,—,web app,inspect XHR,verify,verify,open,verified,
S44,2,state,dot_bid_data,ARDOT Weighted Average Prices + Bid Tabulations,Arkansas DOT,https://ardot.gov/,High/low/avg/weighted per item,$/unit,statewide,annual + per letting,—,PDF,download,all bids,2020+,open,verified,
S45,2,state,dot_bid_data,Alaska DOT&PF Bid Item Search + historical bid prices,Alaska DOT&PF,https://dot.alaska.gov/procurement/awp/biddata.html,Bid item search; pre-2018 archive,$/unit,region,continuous,—,web + archive,query,verify,pre-2018 archive,open,verified,
S46,2,state,dot_bid_data,NDDOT Average Awarded Bid Prices (AABP) + Bid Opening Reports,North Dakota DOT,https://dot.nd.gov/pacer/AABP2024E.pdf,Annual average awarded prices by bid item; bid opening reports (apparent low + EE),$,statewide,annual (Jan) + per letting,—,PDF,download,awarded,2021/2023/2024 files verified,open,verified,Index https://www.dot.nd.gov/pacer/bidopenrptindex.html
S47,2,state,dot_bid_data,NDOT (Nevada) E-Bidding Portal,Nevada DOT,https://appss.nevadadot.com/EBiddingPortalClient/,Bid tabs per contract,$/unit,statewide,per letting,—,HTML,web,verify,verify,open,partially verified,
S48,2,state,dot_bid_data,HDOT contracts / bid results,Hawaii DOT,https://hidot.hawaii.gov/administration/con/,Bid results by FY,$,statewide/island,per letting,—,PDF,download,totals,verify,open,partially verified,Weakest state
S49,2,state,dot_bid_data,GDOT Item Mean Summary / bid tabs,Georgia DOT,https://www.dot.ga.gov/PartnerSmart/Business/Reports/Item%20Mean%20Summary_SPEC%20YEAR%2002.pdf,"Item Mean Summary (item, qty, UOM, mean, weighted avg) + Pay Item Index; Oracle BI Pay Item Index dashboard (anon=1)",$/unit,statewide,annual period file (CY2012 verified),—,PDF; BI app,verify,awarded,2012 file; newer editions not surfaced,open,verified (2012 edition),Dashboard https://gdotbiext.dot.ga.gov/ext-bi/saw.dll?Dashboard=&PortalPath=%2Fshared%2FExternal%2F_portal%2FPay+Item+Index+&Page=page+1&Action=Navigate&Syndicate=true&anon=1 ; bid tabs via BidX
S50,2,state,dot_bid_data,UDOT / MaineDOT / NDOT (NV) / HDOT / CTDOT — bid tabs only; no average price product,—,https://www.maine.gov/mdot/contractors/archives/,Per-letting bid tabs (Maine weekly PDFs all bidders; UDOT via Utah Public Procurement Place + Contractor Zone unofficial results; NV eBidding portal; HI bid results PDFs; CT bids menu + Bid Item List with costs),—,—,per letting,—,PDF/web,—,all bidders (ME),—,open,verified (URLs),UDOT https://connect.udot.utah.gov/business/construction/ ; NV https://www.dot.nv.gov/doing-business/contractors-construction/contract-services/active-and-awarded-contracts ; HI https://hidot.hawaii.gov/administration/con/ ; CT https://portal.ct.gov/dot/business/contract-development-and-estimating
S51,3,state,dot_bid_aggregator,Bid Express (Infotech) bidx.com,Infotech,https://www.bidx.com/,Per-agency lettings and posted tabs; Bid Tab Analysis paid,$/unit,44 state agencies,per letting,—,web,view; paid analysis,all bidders,1 yr (paid plan),proprietary TOS,verified,No public API
S52,3,state,dot_bid_aggregator,Oman Systems BidTabs.NET,Oman Systems,https://www.omanco.com/,46 states; some back to 1993; feeds FHWA NHCCI,$/unit,state/district,~1 week after letting,—,software,subscription,all bidders,1993+,proprietary,verified,Commercial
S53,3,state,dot_bid_aggregator,bidtabs.us (DOTestimate),DOTestimate,https://bidtabs.us/,22 states full tabs since 2004; free viewer,$/unit,state,per letting,—,web,view (check TOS),all bidders,2004+,proprietary (check),verified,Best free multi-state mirror
S54,2,state,dot_index,State DOT construction cost indexes: CO (quarterly); MN (quarterly; archive to 2009); WI CF-CCI (quarterly); IA (annual; 1987 base); NH (semiannual); MD SHA Price Index (semiannual); MI MHCCI (research),state DOTs,https://www.codot.gov/business/eema/constructioncostindex,Composite bid-price indexes,index,state,quarterly,—,PDF/XLS,download,awarded,varies,open,verified,MN https://www.dot.state.mn.us/bidlet/cost-index.html ; WI https://wisconsindot.gov/Documents/doing-bus/eng-consultants/cnslt-rsrces/tools/estimating/recent-estimating-trends.pdf ; IA https://www.iowadot.gov/contracts/lettings/PriceTrendIndex.pdf ; NH https://mm.nh.gov/files/uploads/dot/media-files/nhdot-cci-report-2025-1.pdf ; MD https://www.roads.maryland.gov/ohd/MDOT_SHA_PriceIndex_January2026.pdf ; MI https://www.michigan.gov/mdot/-/media/Project/Websites/MDOT/Programs/Research-Administration/Final-Reports/SPR-1693b-Report.pdf ; not found: WA TX OH FL NY UT GA MO KS SC AZ NV CA
S55,2,state,material_index,State DOT asphalt binder / fuel / steel / cement price indexes (37 states verified; see per-state rows A01-A38),state DOTs,https://www.fdot.gov/construction/fuel-bit/fuel-bit.shtm,Monthly PG binder $/ton and diesel/gasoline indexes used for price adjustment clauses,$/ton $/gal,state (some regional),monthly,~1 month,HTML/PDF/XLS,download,n/a,years,open,verified,Regional: WSDOT West/East; PennDOT 3 zones; Oregon Boise/Portland; Ohio 3-city avg; Montana East/West. Caltrans uses a statewide Brent crude index (not regional asphalt). Not found: TX MN MI UT NV ND NE NM DE HI DC
S56,2,state,prevailing_wage,California DIR prevailing wage determinations,CA DIR,https://www.dir.ca.gov/oprl/dprewagedetermination.htm,Craft × county/region; journeyman + apprentice; fringe split,$/hr,county/locality,semiannual (Feb 22 & Aug 22),—,HTML→PDF (+XLS),download,n/a,2021+ online,open,verified,
S57,2,state,prevailing_wage,New York DOL Article 8 schedules,NY DOL,https://apps.labor.ny.gov/wpp/viewPrevailingWageSchedule.do?typeid=1&county=NN,Craft × county; supplemental benefits,$/hr,county,annual Jul 1 + monthly corrections,—,HTML/PDF,parameterized URL,n/a,years,open,verified,
S58,1,state,prevailing_wage,Washington L&I prevailing wage lookup + download,WA L&I,https://fortress.wa.gov/lni/wagelookup/prvWagelookup.aspx,Trade × county; journey + apprentice; benefits,$/hr,county,semiannual (Mar & Sep),—,web + spreadsheet download,download,n/a,historical by effective date,open,verified,
S59,2,state,prevailing_wage,Illinois DOL prevailing wage rates,IL DOL,https://labor.illinois.gov/laws-rules/conmed/prevailing-wage-rates.html,Craft × 102 counties; H&W/pension/vacation/training split,$/hr,county,annual + revisions,—,HTML per county,scrape,n/a,archive,open,verified,
S60,2,state,prevailing_wage,Massachusetts DLS project-specific schedules,MA DLS,https://www.mass.gov/info-details/prevailing-wage-for-contractors,Per-project schedules (90-day validity),$/hr,county/project,per project,—,PDF,scrape from bid packages,n/a,—,open,verified,No statewide table
S61,2,state,prevailing_wage,New Jersey DOL prevailing wage,NJ DOL,https://www.nj.gov/labor/,Craft × county,$/hr,county,rolling per CBA,—,PDF,download,n/a,archives,open,verified,
S62,2,state,prevailing_wage,Pennsylvania L&I per-project determinations,PA L&I,https://www.pa.gov/agencies/dli/resources/forms-and-documents/labor-law/prevailing-wage-projects,Per-project by county and type,$/hr,county/project,per project,—,web→PDF,search,n/a,—,open,verified,
S63,2,state,prevailing_wage,Ohio Commerce prevailing wage lookup,OH Commerce,https://com.ohio.gov/,Craft × county/region,$/hr,county,per CBA,—,web,search,n/a,—,open,verified,
S64,1,state,prevailing_wage,Minnesota DLI commercial + highway/heavy rates,MN DLI,https://secure.doli.state.mn.us/prevwage/commercial_data.php?county=NN,County survey-based rates,$/hr,county,annual,—,HTML/CSV-ish per county,parameterized URL,n/a,—,open,verified,
S65,2,state,prevailing_wage,Oregon BOLI PWR rate books,OR BOLI,https://www.oregon.gov/boli/employers/pages/prevailing-wage-rates.aspx,Region × classification; base + fringe,$/hr,14 regions,semiannual (Jan/Jul) + quarterly amendments,—,PDF,download,n/a,—,open,verified,
S66,2,state,prevailing_wage,Nevada Labor Commissioner prevailing wages,NV,https://labor.nv.gov/PrevailingWage/,4 regions × 42 classifications,$/hr,region,annual Oct 1,—,PDF,download,n/a,—,open,verified,
S67,2,state,prevailing_wage,Hawaii DLIR Wage Rate Schedule,HI DLIR,https://labor.hawaii.gov/rs/wage-rate-schedule/,Statewide × occupation; basic + fringe,$/hr,state,semiannual (Feb 15 & Sep 15),—,PDF,download,n/a,—,open,verified,
S68,2,state,prevailing_wage,Connecticut DOL prevailing wage (annual adjusted Jul 1),CT DOL,https://portal.ct.gov/dol/divisions/wage-and-workplace-standards/prevailing-wage,Town/county × type,$/hr,town/county,annual,—,PDF,download,n/a,—,open,verified,
S69,2,state,prevailing_wage,Other state PW schedules — see rows P01-P14 (AK; MD XLSX; DE; RI; MO; NM; MT; ME; VT; MI; CO; VA; WY; TN; Miami-Dade),various,—,See verification round,$/hr,varies,varies,—,PDF,download,n/a,—,open,verified,Best-supported 2026 list: 27 states + DC (AK CA CO CT DE HI IL ME MD MA MI MN MO MT NV NJ NM NY OH OR PA RI TN(highway) TX VT VA WA + DC); DOL page stale on MI
S70,2,state,assessor_cost_manual,Wisconsin Property Assessment Manual Vol 2,WI DOR,https://www.revenue.wi.gov/documents/wpamvol2.pdf,"Residential/apartment/ag cost tables, depreciation, area modifiers",$/SF,state + area modifiers,annual (Dec),—,PDF,download,n/a,2011-2026 editions,open,verified,
S71,2,state,assessor_cost_manual,California BOE Assessors' Handbook AH 531 Residential Building Costs,CA BOE,https://www.boe.ca.gov/proptaxes/ah531.htm,Per-SF residential by class/quality; regional factors,$/SF,state + regions,annual (Jan 1),—,PDF,download,n/a,2018-2026,open,verified,AH 534 commercial not checked
S72,2,state,assessor_cost_manual,Indiana DLGF Real Property Assessment Guidelines (App. C residential; App. G commercial with county Location Cost Multipliers),IN DLGF,https://www.in.gov/dlgf/,Full cost schedules + county multipliers,$/SF,county multipliers,reassessment cycle,—,PDF,download,n/a,2021/2022,open,verified,Very complete
S73,2,state,assessor_cost_manual,North Carolina county Schedules of Values,NC counties (100),https://www.orangecountync.gov/,Per-SF base rates by type/grade + local multipliers + depreciation,$/SF,county,per revaluation (4-8 yr),—,PDF,download,n/a,current cycle,open,verified,100 documents; excellent local granularity
S74,3,state,assessor_cost_manual,Michigan STC Assessor's Manuals,MI Treasury,https://www.michigan.gov/treasury/local/stc/accordion/pubs/michigan-assessor-manuals,Residential/commercial cost tables (Marshall & Swift-derived),$/SF,state,periodic (2025 updates),—,PDF,download,n/a,—,M&S copyright caveat,verified,
S75,2,state,assessor_cost_manual,Iowa Real Property Appraisal Manual (2008),IA DOR,https://publications.iowa.gov/6278/,Cost tables (Vanguard),$/SF,state,static,—,PDF,download,n/a,2008,open,verified,Dated
S76,2,state,assessor_cost_manual,Texas appraisal district residential cost schedules (HCAD; TAD; FBCAD…),TX CADs,https://comptroller.texas.gov/taxes/property-tax/residential-schedules/,Per-SF base rates by class,$/SF,county (CAD),annual,—,PDF,download,n/a,current,open,verified,250+ CADs
S77,2,state,assessor_cost_manual,Other state assessor manuals — see rows M01-M06 (OR DOR cost factors w/ county multipliers; IL Pub 123/126; MT; NJ; vendor-mandated states),various,—,See verification round,$/SF,state/county,varies,—,PDF,download,n/a,—,open (vendor caveats),verified,Vendor-mandated (Marshall & Swift): SD NE OK UT KS ID WA; PA/CT county vendors (Tyler/Vision); MD internal CAMA; GA APM points to M&S
S78,1,state,permit_data,NYC DOB permit issuance / DOB NOW / job filings (estimated_job_costs),NYC,https://data.cityofnewyork.us/,Permit records with estimated job cost,$,address,daily,—,Socrata,API,n/a,1989+,open,verified,
S79,1,state,permit_data,Chicago Building Permits (REPORTED_COST),Chicago,https://data.cityofchicago.org/,Permits with reported cost,$,address,daily,—,Socrata,API,n/a,2006+,open,verified,
S80,1,state,permit_data,Los Angeles building permits (valuation),LA,https://data.lacity.org/,Permits with valuation,$,address,weekly,—,Socrata,API,n/a,2020+ (current set),open,verified,
S81,1,state,permit_data,San Francisco DataSF building permits (estimated_cost + revised_cost),SF,https://data.sfgov.org/,Permits with estimated & revised cost,$,address,weekly,—,Socrata,API,n/a,years,open,verified,Revised cost is a quality signal
S82,1,state,permit_data,Seattle building permits (EstProjectCost),Seattle,https://data.seattle.gov/,Permits with estimated cost,$,address,weekly,—,Socrata/ArcGIS,API,n/a,years,open,verified,
S83,1,state,permit_data,Austin Issued Construction Permits (BLDS; total_job_valuation; sq ft),Austin,https://data.austintexas.gov/,Permits with valuation and sq ft,$,address,daily,—,Socrata,API,n/a,years,open,verified,BLDS standard
S84,1,state,permit_data,Dallas / Philadelphia / other city open-data permits,various,https://www.dallasopendata.com/,Permits with valuation,$,address,daily,—,Socrata/ArcGIS,API,n/a,years,open,partially verified,Houston weak
S85,3,state,permit_aggregator,Shovels.ai permit API,Shovels,https://api.shovels.ai/v2,"178M permits, 2,750+ jurisdictions (~85% pop.), job_value, contractor",$,ZIP/city/county/jurisdiction,semi-monthly,—,JSON,paid credit-metered API,n/a,years,proprietary,verified,Pragmatic national permit source
S86,2,state,facility_cost,MSBA cost data (Massachusetts school construction),MSBA,https://www.massschoolbuildings.org/building/CP_Information_Cost_Data,Project-level $/SF (avg $698/SF end-2023),$/SF,project,annual,—,web/PDF,download,n/a,2019+,open,verified,
S87,2,state,facility_cost,Ohio OFCC School Design Manual cost information,OFCC,https://osdm.ofcc.ohio.gov/current-osdm/chapter-1-introduction/04-cost-information,Cost/SF by grade level + regional factors,$/SF,state + regions,annual,—,web,download,n/a,—,open,verified,
S88,2,state,facility_cost,Florida DOE cost per student station,FL DOE,https://www.fldoe.org/finance/fco/cost-of-construction/public-schools.stml,$/student station caps and reports,$/station,state,annual,—,PDF,download,n/a,years,open,verified,
S89,2,state,facility_cost,Washington OSPI school construction cost allocation,WA OSPI,https://www.k12.wa.us/,Statewide $/SF allocation vs actual,$/SF,state,biennial,—,PDF,download,n/a,—,open,verified,
S90,2,state,facility_cost,Texas THECB average construction costs (universities),THECB,https://reportcenter.highered.texas.gov/reports/data/average-construction-costs-fy-2017-2023/,$/SF by facility type,$/SF,state,periodic,—,web/PDF,download,n/a,FY2017-2023,open,verified,
S91,2,state,facility_cost,California DGS California Construction Cost Index (CCCI),CA DGS,https://www.dgs.ca.gov/RESD/Resources/,Statewide building CCI,index,state,monthly/annual,—,HTML,download,n/a,years,open,verified,
S92,2,state,municipal_unit_price,City of Austin Average Unit Bid Prices (48-month),Austin,https://www.austintexas.gov/averageunitbidprices,Average unit bid prices by item; LS excluded,$/unit,city,quarterly,—,web,query,awarded,48 months,open,verified,Best municipal example
S93,2,state,municipal_unit_price,County of San Diego DPW Unit Price List (bonding),San Diego County,https://www.sandiegocounty.gov/content/dam/sdc/dpw/LAND_DEVELOPMENT_DIVISION/landpdf/unit_price_list/,Unit prices for improvement bonds,$/unit,county,~annual,—,PDF,download,n/a,2023,open,verified,
S94,2,state,municipal_unit_price,Riverside County engineer's estimate guidelines; Maricopa MCDOT cost estimation app; Clark County NV bond estimate form; Chicago DPS bid tabs,various,https://trans.rctlma.org/engineers-estimate-guidelines,Unit price templates / apps / bid tabs,$/unit,county/city,periodic,—,PDF/web,download,varies,—,open,partially verified,
S95,1,state,sales_tax,Avalara free sales tax rate tables by ZIP,Avalara,https://www.avalara.com/taxrates/en/download-tax-tables.html,State/county/city/special combined rate by ZIP,%,ZIP,monthly,—,CSV,download (registration),n/a,current,Avalara terms,verified,ZIP≠jurisdiction caveat
S96,1,state,sales_tax,CA CDTFA sales & use tax rates (GIS),CDTFA,https://data.ca.gov/dataset/cdtfa-salesandusetaxrates-public,Jurisdiction polygons + rates,%,jurisdiction,quarterly,—,CSV/GeoJSON/API,download,n/a,current,open,verified,
S97,1,state,sales_tax,Texas Comptroller local sales tax rate files,TX Comptroller,https://comptroller.texas.gov/taxes/file-pay/edi/sales-tax-rates.php,Local jurisdiction rates,%,jurisdiction,quarterly,—,flat file,download,n/a,current,open,verified,
S98,1,state,sales_tax,Tax Foundation state & local sales tax rates,Tax Foundation,https://taxfoundation.org/data/all/state/2026-sales-tax-rates-midyear/,State + population-weighted avg local,%,state,semiannual,—,HTML/XLS,download,n/a,years,CC-BY-style,verified,
S99,1,state,labor_burden,Oregon DCBS Workers' Compensation Premium Rate Ranking (50 states),OR DCBS,https://www.oregon.gov/DCBS/DCBSPubs/reports/general/prem-rpt/24-2083.pdf,Index rate per $100 payroll by state; per-class tables incl. construction classes,$/100 payroll,state,biennial,—,PDF + XLS,download,n/a,CY2024 study (published June 2025); biennial,open,verified,Per-state index rates: https://www.oregon.gov/dcbs/reports/cost/pages/premium-index-rates.aspx ; Oregon $0.89/$100; 50 classes incl. construction
S100,3,state,labor_burden,"NCCI loss costs by class code; independent bureaus (WCIRB CA, NYCIRB, PCRB, NJCRIB, WCRIBMA, MWCIA, CAOM, NCRB, WCRB, ICRB); monopolistic states (OH BWC, WA L&I per-hour, WY by NAICS, ND WSI)",NCCI / bureaus / states,https://www.ncci.com/,"Advisory loss costs / rates by class (5645, 5403, 5190, 5183, 5551, 5221, 5213, 5474, 5538)",$/100 payroll,state × class,annual,—,PDF (state filings public); NCCI paid,download,n/a,years,NCCI restrictive; state PDFs public record,knowledge,Class-system crosswalk needed
S101,1,state,labor_burden,State UI (SUTA) new-employer rates and wage bases,DOL ETA / states,https://oui.doleta.gov/unemploy/statelaws.asp,New-employer rate (often higher for construction); taxable wage base,%,state,annual,—,PDF,download,n/a,years,open,knowledge,
C01,4,commercial,unit_price_db,RSMeans Data Online (Gordian),Gordian/Fortive,https://www.rsmeans.com/products/online/tiers,85k-97k unit lines (vendor figures inconsistent); assemblies; SF models; all CSI divisions; M/L/E split,$/unit,970 locations; 900+ US ZIP3 location factors + 70+ Canadian,quarterly online; annual books,—,web/API,subscription (~$2.3k-$5.8k/user/yr; conflicting sources); API add-on for licensees,n/a,history in Complete Plus,proprietary — terms bar redistribution/database use/pricing products,verified,API page exists (rsmeans.com/products/services/api.aspx); price unpublished; product sheet https://www.rsmeansonline.com/content/rsmonline_product_sheet.pdf ; terms https://www.rsmeansonline.com/Content/RSMeansOnlineUserAgreement.pdf
C02,4,commercial,unit_price_db,"Craftsman National Construction Estimator + family (Electrical, Plumbing & HVAC, Renovation, Painting, Earthwork…)",Craftsman Book Co,https://craftsman-book.com/data-licensing,"~10k+ items with manhours, crews; Area Modification Factors by state/ZIP3 (material/labor split)",$/unit,ZIP3 factors,annual books; licensed data quarterly,—,book/PDF; licensed Excel/Bacpac/Access/API,book ~$100-130; data licensing negotiated,n/a,annual,proprietary — formal data licensing program exists,verified,Most accessible commercial bulk-license path; ZIP3 factors = one representative city per 3-digit ZIP (avg of 5-digit ZIPs); quarterly data updates; NCE 2026 = 74th ed.
C03,4,commercial,unit_price_db,BNi General Construction Costbook + Public Works / Electrical / Mechanical / Home Builder / Facilities costbooks; BNi ACCESS,BNi Building News,https://www.bnibooks.com/,">15,000 cost units with man-hours; >600 metro multipliers",$/unit,>600 metros,annual,—,book + BNi ACCESS online,BNi ACCESS bundled 1-yr with books in 3 tiers (Costbook Only / Reference w/ Excel unit-cost DB / Premium w/ metro multipliers); bnidata.com,n/a,annual,proprietary,verified,600+ metro multipliers (General/Electrical/SF/Guide); 300+ in Home Builder
C04,4,commercial,replacement_cost,Marshall & Swift Valuation Service / Residential Cost Handbook / SwiftEstimator,Cotality (ex-CoreLogic),https://www.cotality.com/products/marshall-swift,Segregated-cost & SF methods; local multipliers >825 locations; climatic/seismic adjustments,$/SF,ZIP/city multipliers,monthly (online) / quarterly (books),—,paid,subscription; enterprise feeds for assessors/insurers,n/a,multipliers to 2004,proprietary (embedded in many state assessor manuals),verified,Rebrand announced 2025-03-24; products: Marshall & Swift; SwiftEstimator; Valuation Platform Online; Residential Cost Handbook (quarterly; 824+ cost-index areas); license requires written consent + fees for third-party integration
C05,4,commercial,replacement_cost,Xactimate / XactAnalysis / 360Value,Verisk,https://www.verisk.com/products/xactimate,Restoration unit costs; ~430-470 metro price lists; 360Value 431 regions + ZIP components,$/unit,>460 geographic price-list regions (467 not confirmed); 360Value 431 regions + ZIP,monthly (vendor-specific nightly),—,paid,"per-user subscription (~$2,690/yr reported); in-product price-list download; no external licensing found",n/a,history,proprietary — no export,verified,Public Pricing Research Methodology PDF; feeds Zonda Cost vs Value
C06,4,commercial,replacement_cost,e2Value; Cotality RCT,e2Value / Cotality,https://www.e2value.com/,ZIP-level replacement cost estimators,$/SF,ZIP,continuous,—,paid API,enterprise,n/a,—,proprietary,knowledge,
C07,4,commercial,unit_price_api,1build Cost Data API (now Handoff),1build/Handoff,https://handoff.ai/,"Claimed 68M live M/L/E costs, every US county, daily; powered Buildxact & Bolster AutoCost",$/unit,county,continuous,—,REST API (api.1build.com/v1/costs),usage-based (tiers ~$50-500/mo reported); status post-rebrand unclear,n/a,—,proprietary,partially verified,Do not build on without confirming 2026 availability
C08,4,commercial,unit_price_db,Clear Estimates / RemodelMAX,Clear Estimates,https://www.clearestimates.com/,"13,000+ remodeling items; 400+ market areas",$/unit,400+ markets,quarterly,—,SaaS,~$59-129/mo,n/a,—,proprietary,verified,
C09,3,commercial,index,ENR Construction Cost Index / Building Cost Index + 20-city union wage tables,ENR,https://www.enr.com/economics,"CCI = 200 hr common labor + 25 cwt steel + 1.128 t cement + 1,088 bf lumber; BCI skilled labor",index,20 cities + national,monthly (quarterly cost report),—,web/PDF,subscription for history; headlines free,n/a,1908+,proprietary,verified,Poor location index (4 inputs)
C10,1,commercial,index,Turner Building Cost Index,Turner,https://www.turnerconstruction.com/cost-index,National nonres index (Q2 2026 = 1552),index,national,quarterly,—,web,free,n/a,1967+,free to cite,verified,
C11,1,commercial,index,Mortenson Construction Cost Index,Mortenson,https://www.mortenson.com/cost-index,National + ~7 metros,index,metro,quarterly,—,web/PDF,free,n/a,years,free to cite,verified,
C12,1,commercial,index,RLB North America Quarterly Construction Cost Report,Rider Levett Bucknall,https://www.rlb.com/americas/insight/,~12-14 cities; $/SF ranges by type; city indexes,index + $/SF,city,quarterly,—,PDF,free,n/a,years,free to cite,verified,
C13,1,commercial,index,Cumming Group Market Analysis,Cumming,https://www.cumming-group.com/,~10+ metros $/SF by type,$/SF,metro,quarterly,—,PDF,free,n/a,years,free to cite,verified,
C14,1,commercial,index,Gordian Construction Cost Insights (quarterly),Gordian,https://www.gordian.com/resources/,RSMeans-derived national/regional trends,index,national/regional,quarterly,—,PDF,free,n/a,—,free to cite,verified,
C15,1,commercial,index,Dodge Momentum Index,Dodge Construction Network,https://www.construction.com/,Leading indicator of nonres planning,index,national,monthly,—,web,free headline,n/a,years,proprietary,verified,Project data licensable (paid)
C16,1,commercial,index,ABC Construction Backlog Indicator & Confidence Index,ABC,https://www.abc.org/,Backlog months by region/size,months,national/region,monthly,—,web,free,n/a,years,free to cite,verified,
C17,1,commercial,benchmark,NAHB Cost of Constructing a Home,NAHB,https://www.nahb.org/news-and-economics/housing-economics-plus/special-studies/special-studies-pages/cost-of-constructing-a-home-in-2024,"2024: construction $428,215 avg, ~$162/SF; stage shares",$/SF,national,biennial,—,web,free summary,n/a,1998+,free to cite,verified,Small sample (41)
C18,1,commercial,benchmark,Zonda Cost vs Value Report,Zonda,https://zondahome.com/2025-cost-vs-value-report/,28 remodeling projects × 150 metros (Xactimate-sourced),$/project,150 metros,annual,—,web,free,n/a,2002+,proprietary (free web),verified,
C19,3,commercial,benchmark,Angi/HomeAdvisor True Cost Guide; Fixr; HomeGuide; Thumbtack; Yelp cost guides; Houzz; Sweeten,various,https://www.angi.com/,Consumer-reported / quote-based project cost ranges by ZIP/city,$/project,ZIP/city,rolling,—,HTML (JS),TOS prohibit scraping,n/a,—,proprietary,knowledge,Labor+material blended; low rigor
C20,4,commercial,benchmark,Compass International Global Construction Costs Yearbook,Compass International,https://compassinternational.net/,City location factors (~100 US cities) + unit costs,factor + $/unit,city,annual,—,book/PDF,paid,n/a,—,proprietary,verified,
C21,4,commercial,project_data,Dodge Construction Network project data; ConstructConnect (iSqFt/BidClerk); Zonda/Metrostudy; John Burns,various,https://www.construction.com/,Project leads with values and locations,$,address,continuous,—,paid,subscription,n/a,—,proprietary,knowledge,Calibration if licensed
C22,4,commercial,equipment,EquipmentWatch Rental Rate Blue Book (Fusable),EquipmentWatch,https://equipmentwatch.com/,Rental + O&O rates by make/model; FHWA rate = monthly/176 + operating; regional factors,$/hr,state/region,continuous,—,web,subscription (~$1-3k+/yr); enterprise licensing,n/a,—,proprietary,verified,Specified by 47-48 state DOTs
C23,1,commercial,equipment,Caltrans Labor Surcharge & Equipment Rental Rate Book,Caltrans,https://dot.ca.gov/-/media/dot-media/programs/construction/documents/equipment-rental-rates-and-labor-surcharge/book_26_27.pdf,"~2,176 standard models $/hr + ~7,300 misc rates; delay/overtime factors",$/hr,California,annual (Apr 1) + daily misc list,—,PDF + TXT; JSON mirror github.com/bulklc/cm_tools,download,n/a,2020-2027 editions,public record,verified,Best free authoritative equipment book
C24,4,commercial,equipment,Rouse Services rental benchmarks; Ritchie Bros/IronPlanet auction results; MachineryTrader listings; United/Sunbelt/Herc/BigRentz quotes,various,https://rbglobal.com/insights/rouse-rental-insights/,Rental rate benchmarks; auction prices; rental quotes by ZIP,$/day $,metro,continuous,—,paid / login / HTML,restricted,n/a,—,proprietary,knowledge,Scraping legal risk
